height_m,trial_label,method,dt1_s,dt2_s,dt3_s
0.3,h0=0.3 m trial 0,own_fit,0.36229894500000004,0.23748503900000006,0.2360098439999998
0.3,h0=0.3 m trial 1,own_fit,0.37355437499999944,0.246009453000001,
0.3,h0=0.3 m trial 2,own_fit,0.35983777300000064,0.24625937499999928,
0.3,h0=0.3 m trial 3,own_fit,0.3719010940000018,0.23882148399999892,
0.3,h0=0.3 m trial 4,own_fit,0.24948167999999882,0.239333515000002,
0.4,h0=0.4 m trial 0,own_fit,0.3581795320000001,0.24963070300000023,
0.4,h0=0.4 m trial 1,own_fit,0.35967339900000006,0.25011984300000023,
0.4,h0=0.4 m trial 3,own_fit,0.48204191399999985,0.230607032,
0.4,h0=0.4 m trial 2 (rescued),shared_slope_rescue,0.3593705070000013,,
0.4,h0=0.4 m trial 4 (rescued),shared_slope_rescue,0.35134874999999965,,
0.5,h0=0.5 m trial 0,own_fit,0.2351280859999998,0.2395742190000001,
0.5,h0=0.5 m trial 1,own_fit,0.4838460549999999,0.2370935549999995,
0.5,h0=0.5 m trial 2,own_fit,0.37217738300000036,0.34335464800000004,
0.5,h0=0.5 m trial 3,own_fit,0.4884112890000001,0.2389748039999997,0.23326925799999998
0.5,h0=0.5 m trial 4,own_fit,0.47743621100000055,0.2366348820000006,
0.6,h0=0.6 m trial 0,own_fit,0.4745767970000001,0.371401992,0.4480190620000002
0.6,h0=0.6 m trial 1,own_fit,0.5183699219999998,0.2419073039999997,0.24246589899999993
0.6,h0=0.6 m trial 2,own_fit,0.5975433590000012,0.36481683599999926,0.4976435160000001
0.6,h0=0.6 m trial 3,own_fit,0.47681316400000107,0.24686929699999993,0.24943703099999937
0.6,h0=0.6 m trial 4 (rescued),shared_slope_rescue,0.4777693360000015,,
0.7,h0=0.7 m trial 1,own_fit,0.4878884760000002,0.242872266,0.24717429699999993
0.7,h0=0.7 m trial 2,own_fit,0.48835808599999986,0.356205000000001,0.481969960999999
0.7,h0=0.7 m trial 3,own_fit,0.3641177340000006,0.4845721879999978,0.36327679700000104
0.7,h0=0.7 m trial 4,own_fit,0.4898196490000011,0.36495730399999715,0.23037011799999974
0.7,h0=0.7 m trial 0 (rescued),shared_slope_rescue,0.35793632799999986,,
0.8,h0=0.8 m trial 1,own_fit,0.4816514060000001,0.37708906299999967,0.240638476
0.8,h0=0.8 m trial 2,own_fit,0.48746175800000024,0.3582000000000001,0.2385300000000008
0.8,h0=0.8 m trial 3,own_fit,0.6137710550000008,0.49209628899999913,0.22798429700000256
0.8,h0=0.8 m trial 4,own_fit,0.48875011700000215,0.3580537889999995,0.24807320300000058
0.8,h0=0.8 m trial 0 (rescued),shared_slope_rescue,0.2448658990000001,,
0.9,h0=0.9 m trial 0,own_fit,0.3642329689999999,0.36787328100000005,
0.9,h0=0.9 m trial 1,own_fit,0.9759616009999998,0.6205886720000002,0.35862242199999983
0.9,h0=0.9 m trial 2,own_fit,0.6107185160000004,0.4968092189999993,0.36486734300000023
0.9,h0=0.9 m trial 3,own_fit,0.4653347659999998,0.48478210900000107,0.2523671479999994
0.9,h0=0.9 m trial 4,own_fit,0.5952847270000028,0.37047531300000003,0.24091695299999927
1.0,h0=1.0 m trial 0,own_fit,0.36849546899999996,0.2430841410000002,
1.0,h0=1.0 m trial 1,own_fit,0.4864508599999997,0.3586679290000001,0.47362968799999994
1.0,h0=1.0 m trial 2,own_fit,0.6129055469999987,0.3789507420000007,0.25721097699999973
1.0,h0=1.0 m trial 3,own_fit,0.49303964899999997,0.3662687889999994,
1.0,h0=1.0 m trial 4,own_fit,0.5936956249999987,0.3533381250000005,
1.1,h0=1.1 m trial 0,own_fit,0.36971691399999984,0.36241652300000027,0.351896993
1.1,h0=1.1 m trial 1,own_fit,0.6112624219999994,0.3712008210000004,0.248548671
1.1,h0=1.1 m trial 2,own_fit,1.1221853520000007,0.6178879290000001,0.3696937889999994
1.1,h0=1.1 m trial 3,own_fit,0.595625860000002,0.6090744919999977,0.3587306639999994
1.1,h0=1.1 m trial 5,own_fit,0.4928948819999981,0.4848399220000026,0.2436487889999981
1.1,h0=1.1 m trial 4 (rescued),shared_slope_rescue,0.4854167579999995,,
1.2,h0=1.2 m trial 0,own_fit,0.34143667999999994,0.33304781299999986,0.3403914060000002
1.2,h0=1.2 m trial 1,own_fit,0.5979120710000005,0.4722855859999999,0.24337785099999998
1.2,h0=1.2 m trial 2,own_fit,0.6075576169999994,0.4800798050000008,0.23070679699999808
1.2,h0=1.2 m trial 3,own_fit,0.619501446000001,0.361170781000002,0.3618686329999967
1.2,h0=1.2 m trial 4,own_fit,0.5968699219999998,0.3605438670000005,
