height_m,trial_label,method,dt1_s,dt2_s,dt3_s
0.6,h0=0.6 m trial 8,own_fit,0.3674215230000044,0.3599083599999986,
0.6,h0=0.6 m trial 9,own_fit,0.480401913999998,0.2554823049999939,0.24434078100000534
0.6,h0=0.6 m trial 10,own_fit,0.3731681249999923,0.37535535099999606,
0.6,h0=0.6 m trial 11,own_fit,0.3640654300000108,0.37330109399999856,
0.6,h0=0.6 m trial 12,own_fit,0.49504347699999585,0.24590523400000563,
0.6,h0=0.6 m trial 13,own_fit,0.3700488669999942,0.3614991799999956,
0.6,h0=0.6 m trial 14,own_fit,0.364474180000002,0.3740924610000036,0.3600716019999908
0.6,h0=0.6 m trial 15,own_fit,0.4922433210000037,0.24800949199999422,
0.6,h0=0.6 m trial 16,own_fit,0.47805027399999744,0.488405936999996,0.34866214900000614
0.6,h0=0.6 m trial 17,own_fit,0.4796549219999946,0.2419279300000028,
0.6,h0=0.6 m trial 18,own_fit,0.4986869920000032,0.2344307420000007,0.23553527400000007
0.7,h0=0.7 m trial 0,own_fit,0.473723047,0.36353402300000015,
0.7,h0=0.7 m trial 1,own_fit,0.49490445400000027,0.3684246479999995,
0.7,h0=0.7 m trial 2,own_fit,0.49621144500000014,0.36918078100000074,0.3592323829999984
0.7,h0=0.7 m trial 3,own_fit,0.4768004299999973,0.3479833980000002,
0.7,h0=0.7 m trial 4,own_fit,0.4474904299999949,0.3326058980000042,0.21920820300000088
0.7,h0=0.7 m trial 5,own_fit,0.46740441400000066,0.35196335999999917,
0.7,h0=0.7 m trial 6,own_fit,0.4974438670000012,0.3591221479999973,0.3757036720000002
0.7,h0=0.7 m trial 7,own_fit,0.4611721870000025,0.3671883989999998,0.3640101169999994
0.7,h0=0.7 m trial 8,own_fit,0.4776384379999996,0.244046014999995,
0.7,h0=0.7 m trial 9,own_fit,0.48531734399999493,0.36506808599999374,
0.7,h0=0.7 m trial 10,own_fit,0.4547069139999991,0.3569406640000068,
0.7,h0=0.7 m trial 11,own_fit,0.4772371090000007,0.4798714060000009,0.25912539099999776
0.7,h0=0.7 m trial 12,own_fit,0.47657832000000155,0.4810480470000016,
0.7,h0=0.7 m trial 13,own_fit,0.4763999219999988,0.3617586329999938,
0.7,h0=0.7 m trial 14,own_fit,0.48006843799998933,0.25471269500000915,0.24308562499999198
0.7,h0=0.7 m trial 15,own_fit,0.4889146089999912,0.24868648400000382,0.24806710999999382
0.7,h0=0.7 m trial 16,own_fit,0.49624964900000634,0.4841905469999972,0.36114453099999366
0.7,h0=0.7 m trial 17,own_fit,0.4784842969999943,0.3655993360000025,
0.7,h0=0.7 m trial 19,own_fit,0.48276933599998983,0.3565314060000162,0.23052339899999197
0.7,h0=0.7 m trial 18 (rescued),shared_slope_rescue,0.48785734400001957,,
0.8,h0=0.8 m trial 0,own_fit,0.4821170310000005,0.47386929700000024,0.477406953
0.8,h0=0.8 m trial 1,own_fit,0.4870991799999995,0.3603831639999999,0.3687173440000002
0.8,h0=0.8 m trial 2,own_fit,0.4813516010000001,0.3528791800000022,
0.8,h0=0.8 m trial 3,own_fit,0.48369738300000265,0.3579076559999983,
0.8,h0=0.8 m trial 4,own_fit,0.6041336719999961,0.2364006250000017,
0.8,h0=0.8 m trial 5,own_fit,0.4973603899999972,0.3712367970000017,0.35873961000000065
0.8,h0=0.8 m trial 6,own_fit,0.6146885550000007,0.24883019500000358,0.23895773399999598
0.8,h0=0.8 m trial 7,own_fit,0.46999820300000295,0.36750457000000125,0.3723830079999999
0.8,h0=0.8 m trial 9,own_fit,0.5897114059999922,0.49420043000000646,0.377710038999993
0.8,h0=0.8 m trial 10,own_fit,0.48603308599999195,0.36700296900001206,0.24622167999999078
0.8,h0=0.8 m trial 11,own_fit,0.6040492970000031,0.23841531200000077,0.24224336000000335
0.8,h0=0.8 m trial 12,own_fit,0.4853274999999968,0.47200871100000086,0.35953003900000624
0.8,h0=0.8 m trial 13,own_fit,0.5040296869999992,0.2354473050000081,0.24360773399999402
0.8,h0=0.8 m trial 14,own_fit,0.4748195309999943,0.3526470310000036,0.2464365240000035
0.8,h0=0.8 m trial 15,own_fit,0.4824670710000021,0.3622284759999985,
0.8,h0=0.8 m trial 16,own_fit,0.4985676570000237,0.34940839799998,0.2322778909999954
0.8,h0=0.8 m trial 17,own_fit,0.4864649219999819,0.36650597700000276,0.36405105500000445
0.8,h0=0.8 m trial 18,own_fit,0.6106557030000204,0.24525937499998918,0.23929792999999222
0.8,h0=0.8 m trial 8 (rescued),shared_slope_rescue,0.475211170999998,,
0.8,h0=0.8 m trial 19 (rescued),shared_slope_rescue,0.6121981649999952,,
0.9,h0=0.9 m trial 0,own_fit,0.49841230500000044,0.3653101559999996,0.2532923830000007
0.9,h0=0.9 m trial 1,own_fit,0.48183902299999914,0.3636442580000008,0.2526780859999995
0.9,h0=0.9 m trial 2,own_fit,0.5017143749999988,0.3643410540000005,0.35592648500000124
0.9,h0=0.9 m trial 3,own_fit,0.4841941409999997,0.3673045700000017,0.2522857029999983
0.9,h0=0.9 m trial 4,own_fit,0.482072500000001,0.36816230499999847,0.2405435940000018
0.9,h0=0.9 m trial 5,own_fit,0.4926526170000045,0.3608396099999993,
0.9,h0=0.9 m trial 6,own_fit,0.49390289100000473,0.3640892579999999,0.24395035099999518
0.9,h0=0.9 m trial 7,own_fit,0.47266347699999756,0.37361726600000367,0.23905968699999391
0.9,h0=0.9 m trial 8,own_fit,0.5979650000000021,0.3628212109999964,
0.9,h0=0.9 m trial 9,own_fit,0.47884074299999213,0.3570081640000069,0.3660371090000041
0.9,h0=0.9 m trial 10,own_fit,0.5004610160000027,0.3588136329999969,0.3587998830000032
0.9,h0=0.9 m trial 11,own_fit,0.49105589799999905,0.37383808599999213,0.24099668000000918
0.9,h0=0.9 m trial 12,own_fit,0.5826159369999999,0.3647333589999988,
0.9,h0=0.9 m trial 13,own_fit,0.4750333590000082,0.3653401959999911,0.2396285540000065
0.9,h0=0.9 m trial 14,own_fit,0.4907733590000021,0.36575964899999747,0.2407301950000118
0.9,h0=0.9 m trial 15,own_fit,0.4841074609999936,0.37339363200000264,0.2425415240000035
0.9,h0=0.9 m trial 16,own_fit,0.49526781199998027,0.37199125000000777,0.24108566500001416
0.9,h0=0.9 m trial 17,own_fit,0.5869734380000011,0.3638378120000141,0.35861457100000393
0.9,h0=0.9 m trial 18,own_fit,0.49356906299999537,0.37280746100000783,
0.9,h0=0.9 m trial 19,own_fit,0.49544925699999,0.35865070300002344,
1.0,h0=1.0 m trial 0,own_fit,0.59357207,0.35463984400000026,
1.0,h0=1.0 m trial 1,own_fit,0.6060689840000002,0.3577201559999992,0.24325046899999947
1.0,h0=1.0 m trial 2,own_fit,0.48996562499999996,0.35943886699999794,0.241947813000003
1.0,h0=1.0 m trial 3,own_fit,0.612312069999998,0.3617321880000013,0.24316597600000023
1.0,h0=1.0 m trial 4,own_fit,0.5957385939999966,0.35498152400000293,0.23748343700000163
1.0,h0=1.0 m trial 5,own_fit,0.6009906250000014,0.36075972700000136,0.23761550799999753
1.0,h0=1.0 m trial 6,own_fit,0.6027965629999983,0.35911195300000287,
1.0,h0=1.0 m trial 7,own_fit,0.49149484399999466,0.36604722599999917,0.23962718800000005
1.0,h0=1.0 m trial 8,own_fit,0.6121875780000039,0.38494249999999397,
1.0,h0=1.0 m trial 9,own_fit,0.6107256640000003,0.354420704000006,0.24268691400000364
1.0,h0=1.0 m trial 10,own_fit,0.5017650390000057,0.36736921899999686,0.24585375000000909
1.0,h0=1.0 m trial 11,own_fit,0.487215937000002,0.3799810550000018,0.24680566399999293
1.0,h0=1.0 m trial 12,own_fit,0.4865824610000118,0.3826170699999949,0.24026894499999685
1.0,h0=1.0 m trial 13,own_fit,0.4880576959999985,0.3709372649999949,0.2363770700000032
1.0,h0=1.0 m trial 14,own_fit,0.6163748829999918,0.3680824219999863,
1.0,h0=1.0 m trial 15,own_fit,0.4848521490000053,0.3632482419999974,
1.0,h0=1.0 m trial 16,own_fit,0.4960707029999867,0.36939996099999917,
1.0,h0=1.0 m trial 17,own_fit,0.4956623440000101,0.37469632799999886,
1.0,h0=1.0 m trial 18,own_fit,0.47847343799998043,0.373242265000016,0.2464462499999911
1.0,h0=1.0 m trial 20,own_fit,0.6116399219999948,0.3558734769999887,0.2425662109999962
1.0,h0=1.0 m trial 19 (rescued),shared_slope_rescue,0.4910562110000001,,
1.1,h0=1.1 m trial 0,own_fit,0.5944727350000001,0.3632650779999995,0.2442650000000004
1.1,h0=1.1 m trial 1,own_fit,0.4870237500000023,0.4932352739999999,0.36196749999999867
1.1,h0=1.1 m trial 2,own_fit,0.6120618749999984,0.36198578100000134,0.23924843700000054
1.1,h0=1.1 m trial 3,own_fit,0.6169345710000016,0.3638390619999967,0.24832976600000478
1.1,h0=1.1 m trial 4,own_fit,0.5919400780000004,0.3577995699999974,0.23605136799999826
1.1,h0=1.1 m trial 5,own_fit,0.5995892970000014,0.37495011700000447,0.2350944929999983
1.1,h0=1.1 m trial 7,own_fit,0.4958097260000045,0.4752119919999984,0.2371880469999894
1.1,h0=1.1 m trial 8,own_fit,0.4897357420000077,0.4882076569999896,0.2442266790000076
1.1,h0=1.1 m trial 9,own_fit,0.49858941400000845,0.4656243750000044,0.23934288999998898
1.1,h0=1.1 m trial 10,own_fit,0.6144595310000085,0.35366816399999834,0.23929863299999
1.1,h0=1.1 m trial 11,own_fit,0.5895717580000053,0.3656382810000025,0.2490546490000014
1.1,h0=1.1 m trial 12,own_fit,0.4875800780000077,0.3755667190000054,0.35301984299999845
1.1,h0=1.1 m trial 13,own_fit,0.6070158199999867,0.36995668000000137,0.2500357030000089
1.1,h0=1.1 m trial 14,own_fit,0.6103032030000008,0.36263449199998377,0.3626334770000028
1.1,h0=1.1 m trial 16,own_fit,0.603803671999998,0.36169714900000827,0.2452950390000126
1.1,h0=1.1 m trial 17,own_fit,0.4812946870000019,0.48863949299999376,
1.1,h0=1.1 m trial 18,own_fit,0.48777589899998475,0.3615540229999965,
1.1,h0=1.1 m trial 19,own_fit,0.6006633980000231,0.3690316409999923,0.24902246099998138
1.1,h0=1.1 m trial 20,own_fit,0.5995530080000151,0.3645357809999723,
1.1,h0=1.1 m trial 23,own_fit,0.5961340629999654,0.36823566399999663,0.36144488300001854
1.1,h0=1.1 m trial 6 (rescued),shared_slope_rescue,0.4872585150000077,,
1.1,h0=1.1 m trial 15 (rescued),shared_slope_rescue,0.4966450390000148,,
1.1,h0=1.1 m trial 21 (rescued),shared_slope_rescue,0.8475396480000086,,
1.1,h0=1.1 m trial 22 (rescued),shared_slope_rescue,0.47971574299998565,,
1.2,h0=1.2 m trial 0,own_fit,0.618639844,0.36953882800000004,0.24296726599999996
1.2,h0=1.2 m trial 2,own_fit,0.5986582030000012,0.35879359399999977,0.3718962890000004
1.2,h0=1.2 m trial 3,own_fit,0.5995421490000012,0.48374437500000056,0.23984851499999849
1.2,h0=1.2 m trial 4,own_fit,0.726597500000004,0.366154139999999,0.24148792999999813
1.2,h0=1.2 m trial 5,own_fit,0.6025763280000049,0.3723705859999953,0.25210199200000005
1.2,h0=1.2 m trial 6,own_fit,0.6221459770000024,0.372289961000007,
1.2,h0=1.2 m trial 7,own_fit,0.600980664000005,0.3699313669999924,
1.2,h0=1.2 m trial 8,own_fit,0.49057582000000366,0.48276816400000655,0.24445640599999763
1.2,h0=1.2 m trial 9,own_fit,0.6133135150000015,0.3624920320000058,0.3619907030000036
1.2,h0=1.2 m trial 11,own_fit,0.6038428519999997,0.3697452340000069,0.23400894499999936
1.2,h0=1.2 m trial 12,own_fit,0.6256501169999922,0.48916722700001003,
1.2,h0=1.2 m trial 13,own_fit,0.5950012890000096,0.37159976500001335,
1.2,h0=1.2 m trial 14,own_fit,0.46635988299999553,0.372206484000003,
1.2,h0=1.2 m trial 15,own_fit,0.6129680079999957,0.49079226499998185,0.24409746100002394
1.2,h0=1.2 m trial 16,own_fit,0.6070167579999861,0.4848716799999977,0.2321044140000197
1.2,h0=1.2 m trial 17,own_fit,0.6221289450000143,0.3652352340000107,0.24814867199998503
1.2,h0=1.2 m trial 18,own_fit,0.6068640229999858,0.3650220709999985,0.2460844920000227
1.2,h0=1.2 m trial 19,own_fit,0.6210666799999842,0.3665898440000035,0.24553964800000472
1.2,h0=1.2 m trial 20,own_fit,0.6337832030000072,0.3813989450000008,0.24631304699997258
1.2,h0=1.2 m trial 21,own_fit,0.7140467179999916,0.3335541020000221,0.24576625000000263
1.2,h0=1.2 m trial 1 (rescued),shared_slope_rescue,0.7570070310000006,,
1.2,h0=1.2 m trial 10 (rescued),shared_slope_rescue,0.7263752730000022,,
1.3,h0=1.3 m trial 0,own_fit,0.6072071879999994,0.485343984,
1.3,h0=1.3 m trial 1,own_fit,0.6219321099999995,0.4977725779999993,0.24030183600000043
1.3,h0=1.3 m trial 2,own_fit,0.6056856249999996,0.3388903130000003,0.3550815620000023
1.3,h0=1.3 m trial 3,own_fit,0.5004032810000041,0.470647655999997,0.23434984400000047
1.3,h0=1.3 m trial 4,own_fit,0.7136647660000008,0.3758796480000015,0.23950124999999645
1.3,h0=1.3 m trial 5,own_fit,0.59638769499999,0.3687927730000098,
1.3,h0=1.3 m trial 6,own_fit,0.7336859769999933,0.3621305070000034,0.24446351599999616
1.3,h0=1.3 m trial 7,own_fit,0.6144697259999958,0.376456484000002,0.25264816500001075
1.3,h0=1.3 m trial 8,own_fit,0.6160192579999944,0.3631685929999975,0.24072742200000619
1.3,h0=1.3 m trial 9,own_fit,0.640189179999993,0.3583846480000119,
1.3,h0=1.3 m trial 10,own_fit,0.618951796999994,0.36910663999998405,0.24478878900001177
1.3,h0=1.3 m trial 12,own_fit,0.6118399220000015,0.36122800800001187,
1.3,h0=1.3 m trial 13,own_fit,0.6000476950000007,0.49702144500000145,0.25552339899999765
1.3,h0=1.3 m trial 14,own_fit,0.5988220710000007,0.3650153899999964,0.3586359770000058
1.3,h0=1.3 m trial 15,own_fit,0.6183614840000189,0.3720416019999959,
1.3,h0=1.3 m trial 16,own_fit,0.6237891410000032,0.37862910100000136,0.2377373440000099
1.3,h0=1.3 m trial 17,own_fit,0.6105093360000069,0.38088003900000444,0.24665277299999389
1.3,h0=1.3 m trial 18,own_fit,0.5971459769999967,0.3771866790000047,
1.3,h0=1.3 m trial 19,own_fit,0.5857981249999966,0.35237078099999053,0.3659251570000208
1.3,h0=1.3 m trial 11 (rescued),shared_slope_rescue,0.6032094139999913,,
1.4,h0=1.4 m trial 0,own_fit,0.6029362110000003,0.375238242,0.3500698049999995
1.4,h0=1.4 m trial 1,own_fit,0.6163325000000004,0.3598309369999999,0.369325546999999
1.4,h0=1.4 m trial 2,own_fit,0.7357578509999989,0.36670265700000115,
1.4,h0=1.4 m trial 3,own_fit,0.7001954290000043,0.37523164099999917,0.3575532420000016
1.4,h0=1.4 m trial 4,own_fit,0.7242015630000012,0.3721428899999992,0.35056046900000126
1.4,h0=1.4 m trial 5,own_fit,0.622608163999999,0.47784488300000305,0.23617535099999998
1.4,h0=1.4 m trial 6,own_fit,0.599007499999999,0.48264859400000404,0.24780757799999975
1.4,h0=1.4 m trial 7,own_fit,0.6156595310000057,0.48795371100000295,0.24193128899999294
1.4,h0=1.4 m trial 8,own_fit,0.7264014449999934,0.3642410940000076,
1.4,h0=1.4 m trial 9,own_fit,0.6135002729999997,0.37215171900000144,
1.4,h0=1.4 m trial 10,own_fit,0.6032314450000058,0.4926830469999999,0.24435628899999529
1.4,h0=1.4 m trial 11,own_fit,0.5955601560000048,0.4711870320000031,0.24013804700000208
1.4,h0=1.4 m trial 12,own_fit,0.6069035160000027,0.37064644500000554,0.36094019499999774
1.4,h0=1.4 m trial 13,own_fit,0.609824961000001,0.4721910930000064,
1.4,h0=1.4 m trial 14,own_fit,0.5979705469999885,0.4762544920000096,0.24030636699998809
1.4,h0=1.4 m trial 15,own_fit,0.600281367000008,0.4742933590000007,0.2603408989999991
1.4,h0=1.4 m trial 16,own_fit,0.6084698440000125,0.7159089449999954,
1.4,h0=1.4 m trial 17,own_fit,0.5902169919999949,0.3628838280000082,0.25086156300000084
1.4,h0=1.4 m trial 18,own_fit,0.6158663680000132,0.47548144499998557,0.24936339800001406
1.4,h0=1.4 m trial 19,own_fit,0.5944152349999854,0.48599960900000383,0.24472183599999653
1.4,h0=1.4 m trial 20,own_fit,0.6235719530000097,0.4815881650000051,0.24993054600000164
1.4,h0=1.4 m trial 21,own_fit,0.6135323830000061,0.5009292189999996,0.2380045700000153
1.49,h0=1.49 m trial 0,own_fit,0.7419506249999999,0.3758267580000001,
1.49,h0=1.49 m trial 1,own_fit,0.6771735549999995,0.4571825390000015,
1.49,h0=1.49 m trial 2,own_fit,0.7156367580000023,0.46130867200000125,0.24456953099999623
1.49,h0=1.49 m trial 3,own_fit,0.7280198440000021,0.37760730499999795,
1.49,h0=1.49 m trial 4,own_fit,0.6101679289999993,0.5037915240000075,0.24302265599999373
1.49,h0=1.49 m trial 5,own_fit,0.7317439060000055,0.3725462499999992,0.35887023399999407
1.49,h0=1.49 m trial 6,own_fit,0.6055337100000031,0.4705233210000017,0.26176792900000123
1.49,h0=1.49 m trial 7,own_fit,0.7172694530000001,0.4871792970000115,0.24615714799998045
1.49,h0=1.49 m trial 8,own_fit,0.7422653910000179,0.372726718999985,0.3738442970000051
1.49,h0=1.49 m trial 9,own_fit,0.7441233590000138,0.3350508590000061,0.35740011799998683
1.49,h0=1.49 m trial 10,own_fit,0.6220416799999953,0.44221449200000507,0.24188035199998126
1.49,h0=1.49 m trial 11,own_fit,0.6175080080000157,0.5012120309999943,0.2516623439999819
1.49,h0=1.49 m trial 12,own_fit,0.6399405079999951,0.36883976499998994,
1.49,h0=1.49 m trial 13,own_fit,0.7475851169999999,0.3751814849999846,0.2534103900000275
1.49,h0=1.49 m trial 14,own_fit,0.7460051170000384,0.37252738299997645,0.3735978130000035
1.49,h0=1.49 m trial 15,own_fit,0.7473128130000077,0.3450329689999876,0.35472324200003413
1.49,h0=1.49 m trial 17,own_fit,0.7323182819999943,0.4878605860000107,0.2475584759999947
1.49,h0=1.49 m trial 18,own_fit,0.6894644139999855,0.3762323830000014,
1.49,h0=1.49 m trial 19,own_fit,0.617387969000049,0.4854044139999587,0.24202558600001112
1.49,h0=1.49 m trial 16 (rescued),shared_slope_rescue,0.7683739060000221,,
